"{'1': ['\n                                        ', '\n                                                            奥克斯 (AUX) 3匹 一级能效 变频冷暖 智能 空调立式 倾城立柜式空调柜机(KFR-72LW/BpR3NHA2+1) 线下同款                ']}",5499,{'comment_count',105476, 'default_good_count',30129, 'good_count',79450, 'general_count',75, 'poor_count',216, 'after_count',7615, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-72LW/BpR3NHA2+1', '商品编号：100000109473', '商品毛重：44.0kg', '商品产地：中国大陆', '产品匹数：3匹', '能效等级：一级能效', '变频/定频：变频', '产品特色：智能空调，自动清洁，静音空调', '产品类型：立柜式', '冷暖类型：冷暖', '产品渠道：线下同款'],,,,,,
{'1': ['\n                                                            格力（GREE）正1.5匹 品悦一级能效 变频冷暖 智能 壁挂式卧室空调挂机 KFR-35GW/(35592)FNhAc-A1(WIFI)                ']},3329,{'comment_count',85989, 'default_good_count',51976, 'good_count',33559, 'general_count',142, 'poor_count',312, 'after_count',1421, 'good_rate', 0.98},['品牌, 格力（GREE）, '商品名称,格力KFR-35GW/(35592)FNhAc-A1(WIFI)(含管) 顶(清爽白)', '商品编号：100013593046', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：一级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：智能空调，静音空调，独立除湿'],,,,,,,
{'1': ['\n                                                            格力京逸（GREE）正1.5匹 E享舒适 智能睡眠 变频 快速冷暖 壁挂式卧室空调挂机KFR-35GW/NhDzB3                ']},2599,{'comment_count',79579, 'default_good_count',50875, 'good_count',28423, 'general_count',91, 'poor_count',190, 'after_count',1134, 'good_rate', 0.99},['品牌, 格力（GREE）, '商品名称,格力KFR-35GW/NhDzB3', '商品编号：100007562623', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：静音空调，独立除湿'],,,,,,,
{'1': ['\n                                                            美的 （Midea）  新能效 智弧 智能变频冷暖 1.5匹壁挂式空调KFR-35GW/N8MJA3                ']},2029,{'comment_count',58221, 'default_good_count',18822, 'good_count',39289, 'general_count',44, 'poor_count',66, 'after_count',5516, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-35GW/N8MJA3', '商品编号：100013973228', '商品毛重：12.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：智能空调，静音空调，易拆洗'],,,,,,,
{'1': ['\n                                                            TCL空调 大1匹 定速 快速冷暖 大风量 静音 壁挂式空调 卧室空调挂机 (KFRd-26GW/XS11(3))                ']},1549,{'comment_count',267311, 'default_good_count',121294, 'good_count',164919, 'general_count',378, 'poor_count',810, 'after_count',10955, 'good_rate', 0.99},['品牌, TCL, '商品名称,TCLKFRd-26GW/XS11(3)', '商品编号：7483364', '商品毛重：10.0kg', '商品产地：中国大陆', '货号：6931084303616', '产品匹数：1匹', '能效等级：三级能效', '变频/定频：定频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：静音空调，独立除湿，易拆洗'],,,,,,
"{'1': ['\n                                        ', '\n                                                            美的（Midea）新一级 i青春II 智能控制 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1                ']}",2499,{'comment_count',36425, 'default_good_count',8860, 'good_count',27471, 'general_count',35, 'poor_count',59, 'after_count',4085, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-35GW/N8XHB1', '商品编号：100007627021', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：新一级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖'],,,,,,,,
{'1': ['\n                                                            奥克斯 (AUX) 2匹 二级能效 快速冷暖 舒适静音 节省空间 家用壁挂式空调挂机(KFR-50GW/R3ZAJA+2)                ']},3699,{'comment_count',3071, 'default_good_count',2046, 'good_count',1023, 'general_count',2, 'poor_count',0, 'after_count',88, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-50GW/R3ZAJA+2', '商品编号：100013176146', '商品毛重：50.0kg', '商品产地：中国大陆', '产品匹数：2匹', '能效等级：二级能效', '变频/定频：定频', '产品类型：壁挂式', '冷暖类型：冷暖'],,,,,,,,
{'1': ['\n                                                            格力京逸（GREE）大1匹 E享舒适 智能睡眠 变频 快速冷暖 壁挂式卧室空调挂机KFR-26GW/NhDzB3                ']},2399,{'comment_count',18382, 'default_good_count',10932, 'good_count',7388, 'general_count',22, 'poor_count',40, 'after_count',395, 'good_rate', 0.99},['品牌, 格力（GREE）, '商品名称,格力KFR-26GW/NhDzB3', '商品编号：100013756614', '商品毛重：9.0kg', '商品产地：中国大陆', '产品匹数：1匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：静音空调，独立除湿'],,,,,,,
{'1': ['\n                                                            康佳（KONKA）1.5匹 挂机 快速冷暖 定速空调 隐藏显示屏LED 静音省电KFR-35GW/DKG03-E3                ']},1599,{'comment_count',131915, 'default_good_count',52375, 'good_count',78844, 'general_count',211, 'poor_count',485, 'after_count',6544, 'good_rate', 0.99},['品牌, 康佳（KONKA）, '商品名称,康佳KFR-35GW/DKG03-E3', '商品编号：100003137799', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：三级能效', '变频/定频：定频', '产品特色：静音空调，独立除湿，易拆洗', '产品类型：壁挂式', '冷暖类型：冷暖', '用户优选：京品空调，舒适风'],,,,,,
{'1': ['\n                                                            奥克斯（AUX）1.5匹 静爽侠 新一级能效 全直流变频 壁挂式空调挂机(KFR-35GW/BpR3AJA600(B1))变频冷暖                ']},2129,{'comment_count',16459, 'default_good_count',5884, 'good_count',10532, 'general_count',16, 'poor_count',27, 'after_count',1202, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-35GW/BpR3AJA600(B1)', '商品编号：100007196871', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：新一级能效', '变频/定频：变频', '产品特色：自动清洁，静音空调，独立除湿', '产品类型：壁挂式', '冷暖类型：冷暖', '用户优选：新一级能效'],,,,,,
{'1': ['\n                                                            美的 （Midea）  新能效 智弧  智能变频冷暖  1匹壁挂式空调 KFR-26GW/N8MJA3                ']},1799,{'comment_count',24101, 'default_good_count',6567, 'good_count',17494, 'general_count',13, 'poor_count',27, 'after_count',2738, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-26GW/N8MJA3', '商品编号：100007706779', '商品毛重：11.5kg', '商品产地：中国大陆', '产品匹数：1匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：智能空调，静音空调，易拆洗'],,,,,,,
{'1': ['\n                                                            TCL空调 大1匹 定速 快速冷暖 大风量 静音 壁挂式空调 卧室 空调挂机 (KFRd-26GW/YA21(3))                ']},1549,{'comment_count',52445, 'default_good_count',28468, 'good_count',23724, 'general_count',88, 'poor_count',165, 'after_count',2152, 'good_rate', 0.98},['品牌, TCL, '商品名称,TCLKFRd-26GW/YA21(3)', '商品编号：100013370832', '商品毛重：11.0kg', '商品产地：中国大陆', '产品匹数：1匹', '能效等级：三级能效', '变频/定频：定频', '产品特色：静音空调，独立除湿，易拆洗', '产品类型：壁挂式', '冷暖类型：冷暖', '用户优选：新品空调'],,,,,,
{'1': ['\n                                                            奥克斯（AUX）1.5匹 极速侠 新能效 变频冷暖 自清洁 壁挂式空调挂机(KFR-35GW/BpR3TYC2(B3))节能静音                ']},1999,{'comment_count',34671, 'default_good_count',9049, 'good_count',25574, 'general_count',11, 'poor_count',37, 'after_count',1521, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-35GW/BpR3TYC2(B3)', '商品编号：100013190716', '商品毛重：13.5kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖'],,,,,,,,
"{'1': ['\n                                        ', '\n                                                            奥克斯 (AUX) 1.5匹 京裕 新一级能效 变频冷暖 京品家电 壁挂式空调挂机(KFR-35GW/BpR3TYF1(B1))全直流变频                ']}",2309,{'comment_count',52270, 'default_good_count',14375, 'good_count',37756, 'general_count',42, 'poor_count',97, 'after_count',4059, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-35GW/BpR3TYF1(B1)', '商品编号：100013190556', '商品毛重：13.5kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：新一级能效', '变频/定频：变频', '产品特色：自动清洁，静音空调，独立除湿', '产品类型：壁挂式', '冷暖类型：冷暖', '用户优选：新一级能效'],,,,,,
"{'1': ['\n                                        ', '\n                                                            格力（GREE）3匹 I享 变频冷暖 自洁 智能 圆柱客厅空调立式柜机 KFR-72LW/(72580)FNhAa-A3（WiFi）线下同款                ']}",6299,{'comment_count',28402, 'default_good_count',17706, 'good_count',10565, 'general_count',36, 'poor_count',95, 'after_count',500, 'good_rate', 0.98},['品牌, 格力（GREE）, '商品名称,格力KFR-72LW/(72580)FNhAa-A3（wifi）', '商品编号：100012975526', '商品毛重：57.5kg', '商品产地：中国大陆', '产品匹数：3匹', '能效等级：三级能效', '变频/定频：变频', '产品特色：智能空调，自动清洁，圆柱式空调', '用户优选：新品空调', '产品类型：立柜式', '冷暖类型：冷暖', '产品渠道：线下同款'],,,,,
{'1': ['\n                                                            美的（Midea）新能效 智行II 智能变频冷暖 3匹客厅圆柱空调立式柜机KFR-72LW/N8MJA3                ']},4599,{'comment_count',13232, 'default_good_count',3813, 'good_count',9397, 'general_count',4, 'poor_count',18, 'after_count',1280, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-72L/N8MJA3', '商品编号：100013910838', '商品毛重：43.0kg', '商品产地：中国大陆', '产品匹数：3匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：立柜式', '冷暖类型：冷暖', '产品特色：智能空调，自动清洁，圆柱式空调'],,,,,,,
{'1': ['\n                                                            TCL 1.5匹 一级能效 变频冷暖 30秒速冷  智多宝 壁挂式空调挂机(KFRd-35GW/D-XQ21Bp(A1))                ']},1899,{'comment_count',106647, 'default_good_count',45821, 'good_count',70876, 'general_count',257, 'poor_count',528, 'after_count',5813, 'good_rate', 0.98},['品牌, TCL, '商品名称,TCLKFRd-35GW/D-XQ21Bp(A1)', '商品编号：6544898', '商品毛重：12.0kg', '商品产地：中国大陆', '货号：6931084302268', '产品匹数：1.5匹', '能效等级：一级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：自动清洁，静音空调，易拆洗'],,,,,,
{'1': ['\n                                                            康佳（KONKA）小1匹 壁挂式 快速冷暖 定速空调挂机（纯铜管）静音省电 KFR-23GW/DYG01-E3                ']},1399,{'comment_count',102877, 'default_good_count',41397, 'good_count',71160, 'general_count',250, 'poor_count',426, 'after_count',5203, 'good_rate', 0.99},['品牌, 康佳（KONKA）, '商品名称,康佳KFR-23GW/DYG01-E3', '商品编号：6087158', '商品毛重：12.0kg', '商品产地：中国大陆', '产品匹数：小1匹', '能效等级：三级能效', '变频/定频：定频', '产品特色：静音空调，独立除湿', '用户优选：京品空调，舒适风', '产品类型：壁挂式', '冷暖类型：冷暖', '产品渠道：线上专供'],,,,,
{'1': ['\n                                                            奥克斯 (AUX) 1.5匹 京灿 一级能效 自清洁 30秒速冷 壁挂式空调挂机(KFR-35GW/BpR3GYA1+1) 全直流变频冷暖                ']},2099,{'comment_count',136613, 'default_good_count',37968, 'good_count',98930, 'general_count',140, 'poor_count',356, 'after_count',10198, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-35GW/BpR3GYA1+1', '商品编号：100002692786', '商品毛重：13.5kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：一级能效', '变频/定频：变频', '产品特色：自动清洁，静音空调，独立除湿', '产品类型：壁挂式', '冷暖类型：冷暖', '用户优选：净化除菌'],,,,,,
"{'1': ['\n                                        ', '\n                                                            美的（Midea）新一级 i青春II 智能控制 变频冷暖 1匹壁挂式空调挂机KFR-26GW/N8XHB1                ']}",2329,{'comment_count',13629, 'default_good_count',3045, 'good_count',10538, 'general_count',24, 'poor_count',22, 'after_count',1806, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-26GW/N8XHB1', '商品编号：100013853386', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1匹', '能效等级：新一级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖'],,,,,,,,
"{'1': ['\n                                        ', '\n                                                            美的（Midea）新能效 智弧II 智能变频 小京鱼APP控制  京品家电 1.5匹 壁挂式卧室空调挂机KFR-35GW/N8XJC3                ']}",2029,{'comment_count',67467, 'default_good_count',21336, 'good_count',45983, 'general_count',50, 'poor_count',98, 'after_count',4700, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-35G/N8XJC3', '商品编号：100013215808', '商品毛重：12.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：三级能效', '变频/定频：变频', '产品特色：智能空调，自动清洁，静音空调', '产品类型：壁挂式', '冷暖类型：冷暖', '用户优选：京品空调，新品空调'],,,,,,
{'1': ['\n                                                            奥克斯（AUX）大1匹 极速侠 新能效 变频冷暖 自清洁 壁挂式空调挂机(KFR-26GW/BpR3TYC2(B3))节能静音                ']},1809,{'comment_count',19368, 'default_good_count',5740, 'good_count',13578, 'general_count',15, 'poor_count',35, 'after_count',1208, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-26GW/BpR3TYC2(B3)', '商品编号：100013190402', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖'],,,,,,,,
{'1': ['\n                                                            云米（VIOMI）1匹 定频 冷暖 iCool 1F 速冷 智能除湿 壁挂式卧室空调挂机 KFRd-26GW/Y4PF2-D3                ']},1399,{'comment_count',25135, 'default_good_count',9700, 'good_count',15247, 'general_count',64, 'poor_count',124, 'after_count',1704, 'good_rate', 0.98},['品牌, 云米（VIOMI）, '商品名称,云米KFRd-26GW/Y4PF2-D3', '商品编号：100007291917', '商品毛重：9.0kg', '商品产地：中国大陆', '产品匹数：1匹', '能效等级：三级能效', '变频/定频：定频', '产品特色：静音空调，独立除湿，易拆洗', '产品类型：壁挂式', '冷暖类型：冷暖', '产品渠道：线上专供'],,,,,,
{'1': ['\n                                                            TCL空调 1.5匹 定速 快速冷暖 大风量 静音 壁挂式空调 卧室空调挂机 (KFRd-35GW/XS11(3))                ']},1699,{'comment_count',113435, 'default_good_count',53865, 'good_count',69932, 'general_count',159, 'poor_count',379, 'after_count',3939, 'good_rate', 0.99},['品牌, TCL, '商品名称,TCLKFRd-35GW/XS11(3)', '商品编号：7483362', '商品毛重：12.0kg', '商品产地：中国大陆', '货号：6931084303548', '产品匹数：1.5匹', '能效等级：三级能效', '变频/定频：定频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：静音空调，独立除湿，易拆洗'],,,,,,
{'1': ['\n                                                            奥克斯 (AUX) 3匹 银淑 新一级能效 30秒速冷 自清洁 大风量 客厅空调柜机(KFR-72LW/BpR3PYA1(B1))空调立式                ']},5899,{'comment_count',671, 'default_good_count',200, 'good_count',470, 'general_count',1, 'poor_count',0, 'after_count',69, 'good_rate', 0.99},['品牌, 奥克斯（AUX）, '商品名称,奥克斯KFR-72LW/BpR3PYA1(B1)', '商品编号：100008406547', '商品毛重：44.0kg', '商品产地：中国大陆', '产品匹数：3匹', '能效等级：新一级能效', '变频/定频：变频', '产品特色：自动清洁，静音空调，圆柱式空调', '产品类型：立柜式', '冷暖类型：冷暖', '用户优选：新一级能效'],,,,,,
{'1': ['\n                                                            格力（GREE）大1匹 品悦一级能效 变频冷暖 智能 壁挂式卧室空调挂机 KFR-26GW/(26592)FNhAc-A1(WIFI)                ']},3129,{'comment_count',19558, 'default_good_count',12106, 'good_count',7352, 'general_count',30, 'poor_count',70, 'after_count',409, 'good_rate', 0.98},['品牌, 格力（GREE）, '商品名称,格力KFR-26GW/(26592)FNhAc-A1(WIFI)(含管) 顶(清爽白)', '商品编号：100007452909', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1匹', '能效等级：一级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖', '产品特色：智能空调，静音空调，独立除湿'],,,,,,,
{'1': ['\n                                                            美的（Midea） 新一级 极光先锋  智能变频  1.5匹壁挂式空调KFR-35GW/N8MHA1                ']},2599,{'comment_count',2039, 'default_good_count',487, 'good_count',1551, 'general_count',0, 'poor_count',1, 'after_count',189, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-35GW/N8MHA1', '商品编号：100013964134', '商品毛重：13.0kg', '商品产地：中国大陆', '产品匹数：1.5匹', '能效等级：新一级能效', '变频/定频：变频', '产品类型：壁挂式', '冷暖类型：冷暖'],,,,,,,,
{'1': ['\n                                                            \xa0\xa0美的（Midea）新一级  智行 智能变频冷暖  3匹客厅圆柱空调立式柜机 KFR-72LW/BP3DN8Y-YH200(1)                ']},5599,{'comment_count',7340, 'default_good_count',1757, 'good_count',5572, 'general_count',2, 'poor_count',9, 'after_count',880, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-72L/BP3DN8Y-YH200(1)', '商品编号：100007626997', '商品毛重：43.0kg', '商品产地：中国大陆', '产品匹数：3匹', '能效等级：新一级能效', '变频/定频：变频', '产品特色：智能空调，静音空调', '产品类型：立柜式', '冷暖类型：冷暖', '用户优选：新一级能效'],,,,,,
{'1': ['\n                                                            美的（Midea）新能效 智行II 智能变频冷暖 2匹客厅圆柱空调立式柜机 KFR-51LW/N8MJA3                ']},3599,{'comment_count',12688, 'default_good_count',3114, 'good_count',9551, 'general_count',8, 'poor_count',15, 'after_count',1466, 'good_rate', 0.99},['品牌, 美的（Midea）, '商品名称,美的KFR-51LW/N8MJA3', '商品编号：100007665227', '商品毛重：43.0kg', '商品产地：中国大陆', '产品匹数：2匹', '能效等级：三级能效', '变频/定频：变频', '产品类型：立柜式', '冷暖类型：冷暖', '产品特色：智能空调，圆柱式空调'],,,,,,,
